id,Insult,Comment,tokens
1576,1,"""screw you bro""","['``', 'screw', 'bro', ""''""]"
1577,1,"""quit trolling. yesterday, you heat fans came in here talking all kinds of smack. truth be told the heat would lose to both the thunder and spurs.""","['``', 'quit', 'trolling', '.', 'yesterday', ',', 'heat', 'fans', 'came', 'talking', 'kinds', 'smack', '.', 'truth', 'told', 'heat', 'would', 'lose', 'thunder', 'spurs', '.', ""''""]"
1578,0,"""are you a plumber or an electrician?""","['``', 'plumber', 'electrician', '?', ""''""]"
1579,0,"""i don't wash no brownies but that shit was mad funny though and on point haha....that fucking live jasmine shit had me rolling though...thats a waste of bandwidth and annoying ""","['``', ""n't"", 'wash', 'brownies', 'shit', 'mad', 'funny', 'though', 'point', 'haha', '....', 'fucking', 'live', 'jasmine', 'shit', 'rolling', 'though', '...', 'thats', 'waste', 'bandwidth', 'annoying', '``']"
1580,0,"""mane wiz khalifa and taylor gang look like they be having fun af on your an shit , trippy nigga !!!! ""","['``', 'mane', 'wiz', 'khalifa', 'taylor', 'gang', 'look', 'like', 'fun', 'af', 'shit', ',', 'trippy', 'nigga', '!', '!', '!', '!', '``']"
1581,0,"""you sound like a syracuse fan.""","['``', 'sound', 'like', 'syracuse', 'fan', '.', ""''""]"
1582,1,"""you disrespactful  asshole
my aunty does not do drugs...
why say somthing like that huh???
is it cause your a crack block and need some cause your pipes empty...
yup thats it ""","['``', 'disrespactful\\xa0', 'asshole\\nmy', 'aunty', 'drugs', '...', '\\nwhy', 'say', 'somthing', 'like', 'huh', '?', '?', '?', '\\nis', 'cause', 'crack', 'block', 'need', 'cause', 'pipes', 'empty', '...', '\\nyup', 'thats', '``']"
1583,0,"""you *are* tommy hendricks, aren't you?""","['``', '*', '*', 'tommy', 'hendricks', ',', ""n't"", '?', ""''""]"
1584,1,"""you can take the first three letters off your name, loser. the truth hurts, doesn't it?""","['``', 'take', 'first', 'three', 'letters', 'name', ',', 'loser', '.', 'truth', 'hurts', ',', ""n't"", '?', ""''""]"
1585,0,"""bless you for all your wonderful pins on pay it forward,and all your other pins.hope all is good with you and you loved ones.""","['``', 'bless', 'wonderful', 'pins', 'pay', 'forward', ',', 'pins.hope', 'good', 'loved', 'ones', '.', ""''""]"
1586,0,"""where in sf are you located?

lacsf2@gmail.com""","['``', 'sf', 'located', '?', '\\n\\nlacsf2', '@', 'gmail.com', ""''""]"
1587,0,"""i get what you're saying, but that's part of separating the art from the artist, at least to me. as long as some numb fuck like, say, tyler the creator isn't literally going out and, oh, skull-raping an infant or whatever he raps about, i could care less if he puts it in his lyrics. i have the choice to listen or not listen. rap is (or was, at one time) purported to be more ""real"" (though that's ultimately debatable), and ""real"" is messy; therefore, you may hear some uncomfortable shit when you listen. just comes with the territory.

now, granted, there are many people in the world who might take inspiration from graphic lyrics and/or miss any artistic or ironic intent, but they're fucking assholes and they would've been fucked anyway, so fuck them... kidding, i'm kidding.""","['``', 'get', ""'re"", 'saying', ',', ""'s"", 'part', 'separating', 'art', 'artist', ',', 'least', '.', 'long', 'numb', 'fuck', 'like', ',', 'say', ',', 'tyler', 'creator', ""n't"", 'literally', 'going', ',', 'oh', ',', 'skull-raping', 'infant', 'whatever', 'raps', ',', 'could', 'care', 'less', 'puts', 'lyrics', '.', 'choice', 'listen', 'listen', '.', 'rap', '(', ',', 'one', 'time', ')', 'purported', '``', 'real', ""''"", '(', 'though', ""'s"", 'ultimately', 'debatable', ')', ',', '``', 'real', ""''"", 'messy', ';', 'therefore', ',', 'may', 'hear', 'uncomfortable', 'shit', 'listen', '.', 'comes', 'territory.\\n\\nnow', ',', 'granted', ',', 'many', 'people', 'world', 'might', 'take', 'inspiration', 'graphic', 'lyrics', 'and/or', 'miss', 'artistic', 'ironic', 'intent', ',', ""'re"", 'fucking', 'assholes', 'would', ""'ve"", 'fucked', 'anyway', ',', 'fuck', '...', 'kidding', ',', ""'m"", 'kidding', '.', ""''""]"
1588,0,"""te la meto de subida y me la agarras de bajada jajaja""","['``', 'te', 'la', 'meto', 'de', 'subida', 'la', 'agarras', 'de', 'bajada', 'jajaja', ""''""]"
1589,1,"""he. he. he...

disgusted? having fun her bro ... so many idiots defending simeon d retard as if their lot in life will get better with an idiot president.

two years down, the economy is going to the dogs.  and you morons are still clapping and yapping like clowns in the circus.  

bro, liars are dime a dozen.  idiots too that believe them... small lady, ""someone"" who left ""something"" in banal's gate, ""anonymous"" who gave keh the docs to nail corona, 45 to 5 properties and the 12 million dollars daw ... pero excuse ka bro.  kulay dilaw kasi ang salamin mo kaya wala kang nakikita.  be glad, hindi lang ikaw ang idiot - there are 15 million of you.""","['``', '.', '.', '...', '\\n\\ndisgusted', '?', 'fun', 'bro', '...', 'many', 'idiots', 'defending', 'simeon', 'retard', 'lot', 'life', 'get', 'better', 'idiot', 'president.\\n\\ntwo', 'years', ',', 'economy', 'going', 'dogs.\\xa0', 'morons', 'still', 'clapping', 'yapping', 'like', 'clowns', 'circus.\\xa0', '\\n\\nbro', ',', 'liars', 'dime', 'dozen.\\xa0', 'idiots', 'believe', '...', 'small', 'lady', ',', '``', 'someone', ""''"", 'left', '``', 'something', ""''"", 'banal', ""'s"", 'gate', ',', '``', 'anonymous', ""''"", 'gave', 'keh', 'docs', 'nail', 'corona', ',', '45', '5', 'properties', '12', 'million', 'dollars', 'daw', '...', 'pero', 'excuse', 'ka', 'bro.\\xa0', 'kulay', 'dilaw', 'kasi', 'ang', 'salamin', 'mo', 'kaya', 'wala', 'kang', 'nakikita.\\xa0', 'glad', ',', 'hindi', 'lang', 'ikaw', 'ang', 'idiot', '-', '15', 'million', '.', ""''""]"
1590,1,"""ah, projection.  my favorite of the defense mechanisms.  no, my dear, i am not a ""women."".  but you are.  singular.  ""women"" is plural.  which, of course, using your particular brand of logic (which is known to most people as ""stupidity"") means that you have had help.  and yet, still didn't get very far in life.  even with all of the help you have gotten.  that has to sting.

you're a good troll, though.  bounding back and forth between cnn and fox message boards.  i heard a rumor that some of you get paid.  better up your comment count if you want to cash in, however.""","['``', 'ah', ',', 'projection.\\xa0', 'favorite', 'defense', 'mechanisms.\\xa0', ',', 'dear', ',', '``', 'women', '.', '``', '.\\xa0', 'are.\\xa0', 'singular.\\xa0', '``', 'women', ""''"", 'plural.\\xa0', ',', 'course', ',', 'using', 'particular', 'brand', 'logic', '(', 'known', 'people', '``', 'stupidity', ""''"", ')', 'means', 'help.\\xa0', 'yet', ',', 'still', ""n't"", 'get', 'far', 'life.\\xa0', 'even', 'help', 'gotten.\\xa0', 'sting.\\n\\nyou', ""'re"", 'good', 'troll', ',', 'though.\\xa0', 'bounding', 'back', 'forth', 'cnn', 'fox', 'message', 'boards.\\xa0', 'heard', 'rumor', 'get', 'paid.\\xa0', 'better', 'comment', 'count', 'want', 'cash', ',', 'however', '.', ""''""]"
1591,1,"""youre weirder pooface. you literally comment on everyones shit across omg facts. every single page has your stupidity on it. get a life.""","['``', 'youre', 'weirder', 'pooface', '.', 'literally', 'comment', 'everyones', 'shit', 'across', 'omg', 'facts', '.', 'every', 'single', 'page', 'stupidity', '.', 'get', 'life', '.', ""''""]"
1592,1,"""did you really ask why wvu was ranked ahead of fsu? are you dumb?""","['``', 'really', 'ask', 'wvu', 'ranked', 'ahead', 'fsu', '?', 'dumb', '?', ""''""]"
1593,1,"""up your you tool dork""","['``', 'tool', 'dork', ""''""]"
1594,0,"""are you going to sale it?""","['``', 'going', 'sale', '?', ""''""]"
1595,1,"""pointing out what an idiot you are, has little to do with directly disproving your point.  it speaks to your credibility, and ineptness.  own up to your minor mistake like a man, you sissy...""","['``', 'pointing', 'idiot', ',', 'little', 'directly', 'disproving', 'point', '.', 'speaks', 'credibility', ',', 'ineptness', '.', 'minor', 'mistake', 'like', 'man', ',', 'sissy', '...', ""''""]"
1596,1,""" given you went to a private school according to your facebook, i'm guessing you're just bitter because you didn't get into a good uni or uni at all, or worse, you haven't actually left school and don't even know the meaning of tax except a £10 national insurance payment on your shitty little saturday job. twat.""","['``', '\\xa0given', 'went', 'private', 'school', 'according', 'facebook', ',', ""'m"", 'guessing', ""'re"", 'bitter', ""n't"", 'get', 'good', 'uni', 'uni', ',', 'worse', ',', ""n't"", 'actually', 'left', 'school', ""n't"", 'even', 'know', 'meaning', 'tax', 'except', '\\xa310', 'national', 'insurance', 'payment', 'shitty', 'little', 'saturday', 'job', '.', 'twat', '.', ""''""]"
1597,0,"""maybe the tree died of natural causes and man just cut it down for safety reasons! you ever think about that fucking hippy. i like it, makes a good seat to smoke pot.
""","['``', 'maybe', 'tree', 'died', 'natural', 'causes', 'man', 'cut', 'safety', 'reasons', '!', 'ever', 'think', 'fucking', 'hippy', '.', 'like', ',', 'makes', 'good', 'seat', 'smoke', 'pot.\\r\\n', ""''""]"
1598,1,"""i totally agree...judge judy needs to get slapped by someone for acting like a fucking bitch all the time""","['``', 'totally', 'agree', '...', 'judge', 'judy', 'needs', 'get', 'slapped', 'someone', 'acting', 'like', 'fucking', 'bitch', 'time', ""''""]"
1599,1,"""how nice.  killing someone because you're too stupid to drive a car.  ""","['``', 'nice.\\xa0', 'killing', 'someone', ""'re"", 'stupid', 'drive', 'car.\\xa0', '``']"
1600,0,""" i suspect you'll remember that when you are demanding sources as you are wont to do at times....""","['``', '\\xa0i', 'suspect', ""'ll"", 'remember', 'demanding', 'sources', 'wont', 'times', '....', ""''""]"
1601,1,"""it's obvious you were home schooled by your retarded aaaaaaaaaaaaaaasr ma, from what is coming out of your mouth""","['``', ""'s"", 'obvious', 'home', 'schooled', 'retarded', 'aaaaaaaaaaaaaaasr', ',', 'coming', 'mouth', ""''""]"
1602,0,"""that's like... my shit yo!""","['``', ""'s"", 'like', '...', 'shit', 'yo', '!', ""''""]"
1603,0,"""oh momma, you are so fine.""","['``', 'oh', 'momma', ',', 'fine', '.', ""''""]"
1604,1,"""no, he speaks he truth and you lie.""","['``', ',', 'speaks', 'truth', 'lie', '.', ""''""]"
1605,1,"""your ability to ignore the facts is truly impressive. ""","['``', 'ability', 'ignore', 'facts', 'truly', 'impressive.', '``']"
1606,1,"""you are an ignorant fool.""","['``', 'ignorant', 'fool', '.', ""''""]"
1607,1,"""olsens really? you weren't kidding. fucking creep""","['``', 'olsens', 'really', '?', ""n't"", 'kidding', '.', 'fucking', 'creep', ""''""]"
1608,0,"""what are thank you notes?""","['``', 'what\\xa0are', 'thank', 'notes', '?', ""''""]"
1609,1,"""can you put any more dumb cliche phrases in your post? ""","['``', 'put', 'dumb', 'cliche', 'phrases', 'post', '?', '``']"
1610,1,"""you and your bud are big talkers.  i've met your kind many times and you are useless when and where it really counts.""","['``', 'bud', 'big', 'talkers.\\xa0', ""'ve"", 'met', 'kind', 'many', 'times', 'useless', 'really', 'counts', '.', ""''""]"
1611,1,"""nobody's fooled by your spam.""","['``', 'nobody', ""'s"", 'fooled', 'spam', '.', ""''""]"
1612,0,"""save money and grow your own pesticide free vegetables on your back porch
""","['``', 'save', 'money', 'grow', 'pesticide', 'free', 'vegetables', 'back', 'porch\\n', ""''""]"
1613,1,""" you're an idiot ... ""","['``', '\\xa0you', ""'re"", 'idiot', '...', '``']"
1614,1,"""veritas you are uninformed or... you are simply an idiot.""","['``', 'veritas', 'uninformed', '...', 'simply', 'idiot', '.', ""''""]"
1615,0,"""you don't seem to understand what nepotism means.""","['``', ""n't"", 'seem', 'understand', 'nepotism', 'means', '.', ""''""]"
1616,1,"""and then your dumbass agreeing with the ignorance, like there's not fat lazy ppl in other races,i cant stand dumb bitches these days  ""","['``', 'dumbass', 'agreeing', 'ignorance', ',', 'like', ""'s"", 'fat', 'lazy', 'ppl', 'races', ',', 'cant', 'stand', 'dumb', 'bitches', 'days', '\\xa0', ""''""]"
1617,1,"""pretend you're a gentleman for a little while and grow up little man.  the adults are talking...""","['``', 'pretend', ""'re"", 'gentleman', 'little', 'grow', 'little', 'man', '.', 'adults', 'talking', '...', ""''""]"
1618,0,"""pela media de gols o finazzi fez a mesma cisa do barcos. oque esse cara tem de tao especial? , o sousa esta fazendo gols pra caramba no bahia e nao tem destaque algum...""","['``', 'pela', 'media', 'de', 'gols', 'finazzi', 'fez', 'mesma', 'cisa', 'barcos', '.', 'oque', 'esse', 'cara', 'tem', 'de', 'tao', 'especial', '?', ',', 'sousa', 'esta', 'fazendo', 'gols', 'pra', 'caramba', 'bahia', 'e', 'nao', 'tem', 'destaque', 'algum', '...', ""''""]"
1619,1,"""1. the 2002 series wasnt rigged.

2. you arent a lakers fan. youre a troll.

3. go kill yourself. ""","['``', '1.', '2002', 'series', 'wasnt', 'rigged.\\n\\n2', '.', 'arent', 'lakers', 'fan', '.', 'youre', 'troll.\\n\\n3', '.', 'go', 'kill', 'yourself.', '``']"
1620,0,"""dave, where are you?????""","['``', 'dave', ',', '?', '?', '?', '?', '?', ""''""]"
1621,0,"""i have been busy with work stuff..  you know, the kid of shit that stands in the way of having fun!
i will be around tonight.  i predict a pitchers duel.   ;)

yeah - high_heels apparently has been castrated.  although i suspect that he is still around, under an assumed identity.  ""","['``', 'busy', 'work', 'stuff', '..', '\\xa0you', 'know', ',', 'kid', 'shit', 'stands', 'way', 'fun', '!', '\\ni', 'around', 'tonight', '.', '\\xa0i', 'predict', 'pitchers', 'duel', '.', '\\xa0', ';', ')', '\\n\\nyeah', '-', 'high_heels', 'apparently', 'castrated', '.', '\\xa0although', 'suspect', 'still', 'around', ',', 'assumed', 'identity', '.', '\\xa0', ""''""]"
1622,1,"""i got 5000 points... fuck ur ass""","['``', 'got', '5000', 'points', '...', 'fuck', 'ur', 'ass', ""''""]"
1623,0,"""are you using your own money - or the taxpayers?""","['``', 'using', 'money', '-', 'taxpayers', '?', ""''""]"
1624,0,"""i'm boiler and i'm a flaming faggot.""","['``', ""'m"", 'boiler', ""'m"", 'flaming', 'faggot', '.', ""''""]"
1625,0,"""nao me iludo.estou feliz pela vitoria,mas preocupado,porque ney  franco escalou mal o time,corrigiu,e depois no intervalo,quando tinha de reforcar o meio de campo nao o fez.nao sei porque o wellington nao estava nem no banco,mas que fique de ensinamento.os gambas podiam ter feito 4 gols no inicio e so viramos por jogadas individuais.nao foi o sao paulo que ganhou,mas os gambas que perderam.agora devemos melhorar com wellington,canete ,e algum valor novo com a grana do lucas.libertadores 'e lucro.titulo 'e sonho.""","['``', 'nao', 'iludo.estou', 'feliz', 'pela', 'vitoria', ',', 'mas', 'preocupado', ',', 'porque', 'ney', '\\xa0franco', 'escalou', 'mal', 'time', ',', 'corrigiu', ',', 'e', 'depois', 'intervalo', ',', 'quando', 'tinha', 'de', 'reforcar', 'meio', 'de', 'campo', 'nao', 'fez.nao', 'sei', 'porque', 'wellington', 'nao', 'estava', 'nem', 'banco', ',', 'mas', 'que', 'fique', 'de', 'ensinamento.os', 'gambas', 'podiam', 'ter', 'feito', '4', 'gols', 'inicio', 'e', 'viramos', 'por', 'jogadas', 'individuais.nao', 'foi', 'sao', 'paulo', 'que', 'ganhou', ',', 'mas', 'os', 'gambas', 'que', 'perderam.agora', 'devemos', 'melhorar', 'com', 'wellington', ',', 'canete', ',', 'e', 'algum', 'valor', 'novo', 'com', 'grana', 'lucas.libertadores', ""'"", 'e', 'lucro.titulo', ""'"", 'e', 'sonho', '.', ""''""]"
1626,1,"""it was a surprise to me brett pickert, because i have no idea who the fuck you are. ""","['``', 'surprise', 'brett', 'pickert', ',', 'idea', 'fuck', 'are.\\xa0', ""''""]"
1627,1,"""somalia has no entitlements and clings to guns and religion.  send us a postcard. ""","['``', 'somalia', 'entitlements', 'clings', 'guns', 'religion', '.', 'send', 'us', 'postcard.', '``']"
1628,0,"""now you are a better portuguese. xddd""","['``', 'better', 'portuguese', '.', 'xddd', ""''""]"
1629,1,"""thank you speak the fucking truth real niggas dont gotta rap about work if you got skills fuck outa here niggas don  play that hot shit in the hood ""","['``', 'thank', 'speak', 'fucking', 'truth', 'real', 'niggas', 'dont', 'got', 'ta', 'rap', 'work', 'got', 'skills', 'fuck', 'outa', 'niggas', 'don\\xa0', 'play', 'hot', 'shit', 'hood', '``']"
1630,1,"""you are a fool!""","['``', 'fool', '!', ""''""]"
1631,1,"""and your comment is three times as dumb as some already dumb comments i've read here by fellow lefties.""","['``', 'comment', 'three', 'times', 'dumb', 'already', 'dumb', 'comments', ""'ve"", 'read', 'fellow', 'lefties', '.', ""''""]"
1632,1,"""thank you and damn you, melissa!""","['``', 'thank', 'damn', ',', 'melissa', '!', ""''""]"
1633,1,"""of course, fool...............you're god""","['``', 'course', ',', 'fool', '...............', ""'re"", 'god', ""''""]"
1634,1,"""dexos, you must be some kind of idiot. this poor family lost their life's work in this fire.""","['``', 'dexos', ',', 'must', 'kind', 'idiot', '.', 'poor', 'family', 'lost', 'life', ""'s"", 'work', 'fire', '.', ""''""]"
1635,0,"""let's get nasty! damnit doc thats what you need to say.""","['``', 'let', ""'s"", 'get', 'nasty', '!', 'damnit', 'doc', 'thats', 'need', 'say', '.', ""''""]"
1636,0,"""strike 3 you're out victorino!""","['``', 'strike', '3', ""'re"", 'victorino', '!', ""''""]"
1637,0,"""gordon at least act like you care. ""","['``', 'gordon', 'least', 'act', 'like', 'care.', '``']"
1638,0,"""you are lucky to have any privileges at all after saying some of the most vile comments in the history of this blog.""","['``', 'lucky', 'privileges', 'saying', 'vile', 'comments', 'history', 'blog', '.', ""''""]"
1639,1,"""thats right asshole, i'm a filthy jew. y<span>ou however, wouldn't make a good pivot man in a circle jerk. if you don't believe me, ask your wife. thats why she keeps the diacount for herself.
</span>""","['``', 'thats', 'right', 'asshole', ',', ""'m"", 'filthy', 'jew', '.', '<', 'span', '>', 'ou', 'however', ',', 'would', ""n't"", 'make', 'good', 'pivot', 'man', 'circle', 'jerk', '.', ""n't"", 'believe', ',', 'ask', 'wife', '.', 'thats', 'keeps', 'diacount', 'herself.\\r\\n', '<', '/span', '>', ""''""]"
1640,0,"""this was my shitttt...damn, that box looks old though.""","['``', 'shitttt', '...', 'damn', ',', 'box', 'looks', 'old', 'though', '.', ""''""]"
1641,0,"""unicorn, you charge for your picks. unicorn is a pickin soldier""","['``', 'unicorn', ',', 'charge', 'picks', '.', 'unicorn', 'pickin', 'soldier', ""''""]"
1642,0,""" are you typing your comments on an alien computer deep inside area 51 ? ""","['``', '\\xa0are', 'typing', 'comments', 'alien', 'computer', 'deep', 'inside', 'area', '51', '?', '``']"
1643,1,"""honestbroker247 just now in reply to ssgduke57

here you go conservatives.... suckduck is one of you.

____________________________________________________________________________

yepper and we claim him, it is piles of c r a p such as you we shovel to the fertilizer pit!!! you think you are intelligent, when in reality you have the brains of a cement sidewalk, you are an arrogant punk that cannot or will not criticize the bogus president we have, you acknowledge i d i o c y with every post you make........remember this, brokeback warrior stupid is as stupid does...and bro you are good at spreading stupid!!!!!!!!!!!!!!""","['``', 'honestbroker247', 'reply', 'ssgduke57\\n\\nhere', 'go', 'conservatives', '....', 'suckduck', 'one', 'you.\\n\\n____________________________________________________________________________\\n\\nyepper', 'claim', ',', 'piles', 'c', 'r', 'p', 'shovel', 'fertilizer', 'pit', '!', '!', '!', 'think', 'intelligent', ',', 'reality', 'brains', 'cement', 'sidewalk', ',', 'arrogant', 'punk', 'criticize', 'bogus', 'president', ',', 'acknowledge', 'c', 'every', 'post', 'make', '........', 'remember', ',', 'brokeback', 'warrior', 'stupid', 'stupid', '...', 'bro', 'good', 'spreading', 'stupid', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', ""''""]"
1644,1,"""you're really freaking high.....""","['``', ""'re"", 'really', 'freaking', 'high', '.....', ""''""]"
1645,1,"""you have become a nightmare unto yourself by your unreasonable racist hatred.""","['``', 'become', 'nightmare', 'unto', 'unreasonable', 'racist', 'hatred', '.', ""''""]"
1646,0,"""are you sure she had the power to veto?""","['``', 'sure', 'power', 'veto', '?', ""''""]"
1647,1,"""faltu firmware lp5 4.0.3 video graphice vry bad ram 687md fuck you....""","['``', 'faltu', 'firmware', 'lp5', '4.0.3', 'video', 'graphice', 'vry', 'bad', 'ram', '687md', 'fuck', '....', ""''""]"
1648,0,"""wow - you had to bite your lip not to offend him?? you sound like a nice guy. and in reality, most people could probably bitchslap your charming ass back to the stone age. i understand why you often choose not to voice your mind.  :-)""","['``', 'wow', '-', 'bite', 'lip', 'offend', '?', '?', 'sound', 'like', 'nice', 'guy', '.', 'reality', ',', 'people', 'could', 'probably', 'bitchslap', 'charming', 'ass', 'back', 'stone', 'age', '.', 'understand', 'often', 'choose', 'voice', 'mind', '.', ':', '-', ')', ""''""]"
1649,1,"""...and you are a bigot.""","['``', '...', 'bigot', '.', ""''""]"
1650,0,"""losing sucks...but you can't beat $7 per hour entertainment!""","['``', 'losing', 'sucks', '...', 'ca', ""n't"", 'beat', '$', '7', 'per', 'hour', 'entertainment', '!', ""''""]"
1651,0,"""lolllllllll...... hello neal how are you ?????""","['``', 'lolllllllll', '......', 'hello', 'neal', '?', '?', '?', '?', '?', ""''""]"
1652,1,"""you are a fucking disgrace piss off""","['``', 'fucking', 'disgrace', 'piss', ""''""]"
1653,0,"""themmzoo63- how do you feel about omri casspi?""","['``', 'themmzoo63-', 'feel', 'omri', 'casspi', '?', ""''""]"
1654,0,"""fucking disgusting..........""","['``', 'fucking', 'disgusting', '..........', ""''""]"
1655,1,""" thats cuz your women are ugly so you gotta sleep with a white women making mixed babies and making them ugly. you niggers just need to keep to your own race.""","['``', '\\xa0thats', 'cuz', 'women', 'ugly', 'got', 'ta', 'sleep', 'white', 'women', 'making', 'mixed', 'babies', 'making', 'ugly', '.', 'niggers', 'need', 'keep', 'race', '.', ""''""]"
1656,1,"""oooooorrrrrr, these h0m0 f@ggots need to. sounds like you fit the ""too ugly, too fat, can't find a man"" desperate enough to marry your nasty fat @ss. lol""","['``', 'oooooorrrrrr', ',', 'h0m0', 'f', '@', 'ggots', 'need', '.', 'sounds', 'like', 'fit', '``', 'ugly', ',', 'fat', ',', 'ca', ""n't"", 'find', 'man', ""''"", 'desperate', 'enough', 'marry', 'nasty', 'fat', '@', 'ss', '.', 'lol', ""''""]"
1657,1,"""i even know who you're cribbing from, sadly for you.""","['``', 'even', 'know', ""'re"", 'cribbing', ',', 'sadly', '.', ""''""]"
1658,0,"""june, ""you go girl""""","['``', 'june', ',', '``', 'go', 'girl', ""''"", ""''""]"
1659,0,"""ringo gets a bad rep because 99% of people think the only good sort of drumming is keith moon/ginger baker style bombast that they can pick out in a song. also he looks like a bit of a doof. is it fair? fuck no, ringo is awesome. but people in general don't know jack shit about music. ""","['``', 'ringo', 'gets', 'bad', 'rep', '99', '%', 'people', 'think', 'good', 'sort', 'drumming', 'keith', 'moon/ginger', 'baker', 'style', 'bombast', 'pick', 'song', '.', 'also', 'looks', 'like', 'bit', 'doof', '.', 'fair', '?', 'fuck', ',', 'ringo', 'awesome', '.', 'people', 'general', ""n't"", 'know', 'jack', 'shit', 'music.\\xa0', ""''""]"
1660,1,""" oh, lolol  another weak paranoid arm chair warrior.  you're pathetic. ""","['``', '\\xa0oh', ',', 'lolol\\xa0', 'another', 'weak', 'paranoid', 'arm', 'chair', 'warrior.\\xa0', ""'re"", 'pathetic.', '``']"
1661,1,"""it's ""you're"" moron.  ""","['``', ""'s"", '``', ""'re"", ""''"", 'moron.', '``']"
1662,0,"""you've got to be freaking kidding me.""","['``', ""'ve"", 'got', 'freaking', 'kidding', '.', ""''""]"
1663,1,"""don't sell yourself short mj, you're a tremendous slouch. ""","['``', ""n't"", 'sell', 'short', 'mj', ',', ""'re"", 'tremendous', 'slouch.', '``']"
1664,0,"""pusha t said in exodous, ""you signed to one nigga who signed to another nigga..."" allegedly meaning; drake signed to wayne whos signed to baby, bu...t pusha t whos signed to kanye whos signed to jay....""","['``', 'pusha', 'said', 'exodous', ',', '``', 'signed', 'one', 'nigga', 'signed', 'another', 'nigga', '...', ""''"", 'allegedly', 'meaning', ';', 'drake', 'signed', 'wayne', 'whos', 'signed', 'baby', ',', 'bu', '...', 'pusha', 'whos', 'signed', 'kanye', 'whos', 'signed', 'jay', '....', ""''""]"
1665,0,"""are... are you serious?""","['``', '...', 'serious', '?', ""''""]"
1666,1,"""anyway i'm out, i hope you people enjoy hiding behind your user names. nothing shows intelligence like being unable to stand by your own words. you people are pathetic.""","['``', 'anyway', ""'m"", ',', 'hope', 'people', 'enjoy', 'hiding', 'behind', 'user', 'names', '.', 'nothing', 'shows', 'intelligence', 'like', 'unable', 'stand', 'words', '.', 'people', 'pathetic', '.', ""''""]"
1667,0,"""philosophical meandering: why do they call it a softball. shit is not fucking soft  if you get pegged with one by a pitcher.""","['``', 'philosophical', 'meandering', ':', 'call', 'softball', '.', 'shit', 'fucking', 'soft\\xa0', 'get', 'pegged', 'one', 'pitcher', '.', ""''""]"
1668,1,"""please. you coons act like you never had an unpaid ticket before. i am not a fan of bootlicking pimps or preachers, but he didn't rape, kill or molest anyone. 

ease up. ""","['``', 'please', '.', 'coons', 'act', 'like', 'never', 'unpaid', 'ticket', '.', 'fan', 'bootlicking', 'pimps', 'preachers', ',', ""n't"", 'rape', ',', 'kill', 'molest', 'anyone', '.', '\\n\\nease', 'up.', '``']"
1669,1,"""you really are a dumb little kid. ""","['``', 'really', 'dumb', 'little', 'kid.', '``']"
1670,0,"""thanks mate. 

the frucking man you are""","['``', 'thanks', 'mate', '.', '\\n\\nthe', 'frucking', 'man', ""''""]"
1671,1,"""kill yourself""","['``', 'kill', ""''""]"
1672,1,"""don't be mad because we are playing like crap and i point out a major reason why you homoguy""","['``', ""n't"", 'mad', 'playing', 'like', 'crap', 'point', 'major', 'reason', 'homoguy', ""''""]"
1673,1,"""granny ? 
how old are you , sucker ?  ""","['``', 'granny', '?', '\\nhow', 'old', ',', 'sucker', '?', '\\xa0', '``']"
1674,0,"""wtf are you talking about, moham?""","['``', 'wtf', 'talking', ',', 'moham', '?', ""''""]"
1675,1,"""remember when someone wrote shut up on your post and you cried? ""","['``', 'remember', 'someone', 'wrote', 'shut', 'post', 'cried', '?', '``']"
1676,1,"""what a dumb a$$ comment ! are you being sarcastic or are you truly just an idiot?""","['``', 'dumb', '$', '$', 'comment', '!', 'sarcastic', 'truly', 'idiot', '?', ""''""]"
1677,1,"""naw. the show is for little girls. if you were one, i'd understand why you watch the show. since you're not, i don't. weirdo.""","['``', 'naw', '.', 'show', 'little', 'girls', '.', 'one', ',', ""'d"", 'understand', 'watch', 'show', '.', 'since', ""'re"", ',', ""n't"", '.', 'weirdo', '.', ""''""]"
1678,1,"""you are evil democrat trash and you should do america a favor and jump off a bridge.""","['``', 'evil', 'democrat', 'trash', 'america', 'favor\\xa0and', 'jump', 'bridge', '.', ""''""]"
1679,1,""" ...hahah..your a looooooooooser :)...prolly a useless city cop right? :)...go douche yourself :)""","['``', '\\xa0', '...', 'hahah', '..', 'looooooooooser', ':', ')', '...', 'prolly', 'useless', 'city', 'cop', 'right', '?', ':', ')', '...', 'go', 'douche', ':', ')', ""''""]"
1680,0,"""lol...you like etch-a-sketch romeny...lol""","['``', 'lol', '...', 'like', 'etch-a-sketch', 'romeny', '...', 'lol', ""''""]"
1681,1,"""pij work on your debate skills and vocabulary  you are disgusting ""","['``', 'pij', 'work', 'debate', 'skills', 'vocabulary', 'disgusting', '``']"
1682,0,"""you should have shot the sob.""","['``', 'shot', 'sob', '.', ""''""]"
1683,0,"""then you're not listening""","['``', ""'re"", 'listening', ""''""]"
1684,0,"""hello all
how are you doing?""","['``', 'hello', 'all\\r\\nhow', '?', ""''""]"
1685,0,"""@martha tanner again you are just this cool""","['``', '@', 'martha', 'tanner', 'cool', ""''""]"
1686,0,"""true that - most people don't like it when you know who u really are. sad but true.""","['``', 'true', '-', 'people', ""n't"", 'like', 'know', 'u', 'really', '.', 'sad', 'true', '.', ""''""]"
